SimX,Country,Region,TrainingOrganization,SiteLocation,ACMaker,ACFamily,ACTypes,ACSector,EngMakers,EngTypes,Cat,SimMaker,Date,IGMaker,IGModel,Windows,FOV,DisMaker,MotionType,MotionMaker,Level,RegLocation,Remarks,Web,Email,Tel,SWeb,SEmail,STel
FSI20014,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamSymmetry,G500,Business,PWC,PW814GA,2J,FSI,2014,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
EASA",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21001,USA,North America,FSI Seattle Learning Center,"Seattle, WA",BAES,Jetstream,Jetstream 32/Jetstream 31,Regional Prop,Honeywell,TPE331-12UAR/TPE331-10UG,2P,FSI,1991,FSI,Vital 4,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21002,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Beechcraft,KA300,B1900D,Regional Prop,PWC,PT6A-67D,2P,FSI,1996,FSI,Vital X,3ch/4w,150x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21003,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Bombardier,Dash8,Dash 8-200/Dash 8-300/Dash 8-100,Regional Prop,PWC,PW123C/PW123E/PW121,2P,FSI,1992,FSI,Vital X,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC
UKCAA",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21004,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Bombardier,Dash8,Dash 8-300/Dash 8-100,Regional Prop,PWC,PW123E/PW121,2P,FSI,1994,FSI,Vital 7,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC
UKCAA",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21008,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Bombardier,Dash8,Dash 8-100/Dash 8-200/Dash 8-300,Regional Prop,PWC,PW121/PW123C/PW123E,2P,FSI,2014,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC",Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21005,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Bombardier,Q400,Dash 8 Q400,Regional Prop,PWC,PW150A,2P,FSI,2000,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",Mexico/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21006,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Bombardier,Q400,Dash 8 Q400,Regional Prop,PWC,PW150A,2P,FSI,2007,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
MDGAC",Mexico/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21009,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Bombardier,Q400,Dash 8 Q400,Regional Prop,PWC,PW150A,2P,FSI,2008,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
MDGAC",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI21010,USA,North America,FSI Seattle Learning Center,"Seattle, WA",Embraer,E170/190,E-170/E-190,Regional Jet,GE,CF34-8E5/CF34-10E7,2J,FSI,2017,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"EASA
FAA",USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22002,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Bombardier,CRJ,CRJ200,Regional Jet,GE,CF34-3B1,2J,FSI,2007,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
CAAC
MDGAC",China/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22003,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Bombardier,CRJ,CRJ900/CRJ700,Regional Jet,GE,CF34-8C5/CF34-8C1,2J,FSI,2006,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",USA/Mexico/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22004,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Bombardier,CRJ,CRJ700,Regional Jet,GE,CF34-8C1,2J,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22006,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,E170/190,E-170,Regional Jet,GE,CF34-8E5,2J,FSI,2006,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
ANAC
MDGAC",USA/Mexico/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22007,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,E170/190,E-170,Regional Jet,GE,CF34-8E5,2J,FSI,2008,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
MDGAC",USA/Canada/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22008,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,E170/190,E-190/E-170,Regional Jet,GE,CF34-10E5A1/CF34-8E5,2J,FSI,2010,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
ANAC
MDGAC",Brazil/Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22013,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,E170/190,E-170,Regional Jet,GE,CF34-8E5,2J,FSI,2015,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,FAA,USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22014,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,E170/190,E-170,Regional Jet,GE,CF34-8E5,2J,FSI,2016,FSI,Vital 1100,3chCC,200x40,FSI,6E,FSI/Moog,FFS D,FAA,USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22018,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,E170/190,E-170,Regional Jet,GE,CF34-8E5,2J,FSI,2013,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
ANAC",USA/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22019,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,E170/190,E-170,Regional Jet,GE,CF34-8E5,2J,FSI,2014,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
ANAC",USA/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22009,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,Emb145,ERJ-145,Regional Jet,RR,AE3007A,2J,FSI,2000,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
UKCAA
MDGAC",UK/Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22010,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,Emb145,ERJ-145,Regional Jet,RR,AE3007A,2J,FSI,2002,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
UKCAA
MDGAC",USA/UK/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22011,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,Emb145,ERJ-145,Regional Jet,RR,AE3007A,2J,FSI,2002,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
UKCAA
ANAC",Brazil/USA/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22012,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,Emb145,Legacy 650,Regional Jet,RR,AE3007-A2,2J,FSI,2013,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
CAAC
ANAC",China/Brazil/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22020,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Embraer,Emb145,Legacy 500,Regional Jet,Honeywell,HTF7500E,2J,FSI,2014,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
ANAC",Europe/USA/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI22017,USA,North America,FSI St. Louis Learning Center,"St. Louis, MO",Rockwell,Sabreliner,Sabre 65,Business,Honeywell,TFE731-3R-1D,2J,FSI,1982,FSI,Vital 8,2ch/2w,60x40,FSI,4H,FSI,FFS A,"FAA
MDGAC",Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI15001,USA,North America,FSI Teterboro Learning Center,"Moonachie, NJ",Dassault,Falcon2000,Falcon 2000,Business,Honeywell,CFE738-1-1B,2J,FSI,1996,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
UKCAA
ANAC",Canada/UK/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI15003,USA,North America,FSI Teterboro Learning Center,"Moonachie, NJ",Dassault,Falcon50,Falcon 50EX,Business,Honeywell,TFE731-40,3J,FSI,1999,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
ANAC",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI15002,USA,North America,FSI Teterboro Learning Center,"Moonachie, NJ",Dassault,FalconEAsy,Falcon 2000EX EASy,Business,PWC,PW308C,2J,FSI,2004,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
EASA
TC
ANAC
MDGAC",USA/Canada/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI15004,USA,North America,FSI Teterboro Learning Center,"Moonachie, NJ",Dassault,FalconEAsy,Falcon 900EX,Business,Honeywell,TFE731-60,3J,FSI,1998,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
MDGAC",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI15005,USA,North America,FSI Teterboro Learning Center,"Moonachie, NJ",Dassault,FalconEAsy,Falcon 900EX EASy,Business,Honeywell,TFE731-60,3J,FSI,2003,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
EASA
TC
CAAC
MDGAC",USA/Canada/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26001,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Challenger600,Challenger 601,Business,GE,CF34-3A,2J,FSI,1997,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC
ANAC",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26002,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Challenger600,Challenger 604,Business,GE,CF34-3B,2J,FSI,1998,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26003,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Lear31,Learjet 31A,Business,Honeywell,TFE731-2-3B,2J,FSI,1994,FSI,Vital 1100,3ch/4w,150x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC",USA/Canada/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26005,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Lear35/36,Learjet 35,Business,Honeywell,TFE731-2-2B,2J,FSI,1989,FSI,Vital 8+,3ch/4w,150x40,FSI,6H,FSI,FFS C,"TC
UKCAA
FAA
MDGAC",USA/UK/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26006,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Lear40/45,Learjet 45,Business,Honeywell,TFE731-20AR,2J,FSI,2000,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
MDGAC
FAA
ANAC",Mexico/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26009,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Lear50,Learjet 55,Business,Honeywell,TFE731-3AR-2B,2J,FSI,1986,FSI,Vital 9,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
UKCAA
TC
ANAC",USA/Canada/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26007,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Lear60,Learjet 60,Business,PWC,PW305A,2J,FSI,1995,FSI,Vital 8+,3ch/4w,150x40,FSI,6H,FSI,FFS D,"TC
UKCAA
FAA
MDGAC",Canada/UK/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI26008,USA,North America,FSI Tucson Learning Center,"Tucson, AZ",Bombardier,Lear60,Learjet 60,Business,PWC,PW305A,2J,FSI,1999,FSI,Vital 8+,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC",USA/Canada/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27001,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Piaggio,Avanti,Avanti/Avanti II,Business,PWC,PT6A-66/PT6A-66B,2P,FSI,2006,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27002,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Piaggio,Avanti,Avanti,Business,PWC,PT6A-66B,2P,FSI,2009,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
MDGAC
ANAC",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27003,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Sikorsky,BlackHawk,S-70,VTOL,GE,T700-GE-701C,R2,FSI,2003,FSI,Vital X,5chCC,200x60,FSI,6H,FSI,FFS D,"FAA
MDGAC",USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27004,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Sikorsky,BlackHawk,S-70i,VTOL,GE,T700-GE-701D,R2,FSI,2014,FSI,Vital 1100,5chCC,220x60,FSI,6E,FSI/Moog,FFS D,FAA,USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27005,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Sikorsky,S76,S-76C+,VTOL,Turbomeca,Arriel 2S1,R2,FSI,2000,FSI,Vital X,5chCC,200x60,FSI,6H,FSI,FFS D,"TC
MDGAC
FAA
CAAC",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27007,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Sikorsky,S76,S-76C+/S-76C++,VTOL,Turbomeca,Arriel 2S1/Arriel 2S2,R2,FSI,2007,FSI,Vital X,5chCC,200x60,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
CAAC
ANAC",Canada/USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27008,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Sikorsky,S76,S-76D,VTOL,PWC,PW210S,R2,FSI,2013,FSI,Vital 1100,5chCC,220x60,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
CAAC
MDGAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI27006,USA,North America,FSI West Palm Beach Learning Center,"West Palm Beach, FL",Sikorsky,S92,S-92,VTOL,GE,CT7-8A,R2,FSI,2004,FSI,Vital X,5chCC,200x60,FSI,6H,FSI,FFS D,"TC
MDGAC
FAA
CABD
CAAC",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28001,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,Caravan,Caravan 208,Utility,PWC,PT6A-114,1P,FSI,1990,FSI,Vital 4,2ch/2w,60x40,FSI,4H,FSI,FFS B,"FAA
TC
GACA",Saudi Arabia/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28007,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,CitationII/V,Citation Encore,Business,PWC,PW535A,2J,FSI,2002,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
MDGAC",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28003,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,CitationIII,Citation III/Citation VII,Business,Honeywell,TFE731-3B100,2J,FSI,1993,FSI,Vital X,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
CAAC
ANAC
UKCAA",Canada/China/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28005,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,CitationJet,Citation CJ3,Business,Williams,FJ44-3A,2J,FSI,2004,FSI,Vital 1100,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
ANAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28006,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,CitationL,Citation Latitude,Business,PWC,PW306D1,2J,FSI,2015,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
CAAC",USA/Europe/China,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28013,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,CitationS,Citation Sovereign,Business,PWC,PW306C,2J,FSI,2004,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
ANAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28016,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,CitationS,Citation Sovereign+/Citation X+,Business,PWC/RR,PW306D/AE3007C2,2J,FSI,2014,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
ANAC",Brazil/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI28014,USA,North America,FSI Wichita Cessna Learning Center,"Wichita, KS",Cessna,CitationX,Citation X,Business,RR,AE3007C,2J,FSI,2002,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
EASA
TC
UKCAA
GACA",Europe/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30001,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Hawker400,Beechjet 400A,Business,PW,JT15D-5,2J,FSI,1998,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
UKCAA
MDGAC
GACA",USA/Mexico/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30002,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Hawker400,Beechjet 400A,Business,PW,JT15D-5A,2J,FSI,2000,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
EASA
MDGAC
GACA",USA/Europe/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30009,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Hawker4000,Hawker 4000,Business,PWC,PW308A,2J,FSI,2007,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
CAAC
EASA
MDGAC",USA/Europe/China,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30011,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Hawker800,Hawker 800XP,Business,Honeywell,TFE731-5BR-1H,2J,FSI,1999,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
UKCAA
FAA
MDGAC",Canada/UK/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30012,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Hawker800,Hawker 800XP,Business,Honeywell,TFE731-5BR,2J,FSI,2002,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC
GACA",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30013,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Hawker800,Hawker 900XP,Business,Honeywell,TFE731-50R,2J,FSI,2008,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
CAAC
MDGAC",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30016,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Hawker800,Hawker 750,Business,Honeywell,TFE731-5BR-1H,2J,FSI,2008,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"EASA
MDGAC
GACA
FAA",Saudi Arabia/Mexico/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30006,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,KA100,King Air C90B,Regional Prop,PWC,PT6A-21,2P,FSI,1999,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
UKCAA
MDGAC",UK/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30007,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,KA100,King Air C90GT,Regional Prop,PWC,PT6A-135A,2P,FSI,2008,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
CAAC
MDGAC",Europe/China/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30003,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,KA200,King Air 200GT,Regional Prop,PWC,PT6A-52,2P,FSI,2004,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC
ANAC",Canada/USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30004,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,KA300,King Air 350,Regional Prop,PWC,PT6A-60A,2P,FSI,2004,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC
CAAC
UKCAA",Canada/Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30005,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,KA300,King Air 350,Regional Prop,PWC,PT6A-60A,2P,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
UKCAA
TC
CAAC
MDGAC",Canada/USA/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30014,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,KA300,King Air 350,Regional Prop,PWC,PT6A-60A,2P,FSI,2010,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
EASA
FATA
GACA",Europe/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30020,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,KAGarmin,King Air 200 G1000/King Air 350 G1000,Regional Prop,PWC,PT6A-52/PT6A-60A,2P,FSI,2015,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC",USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
